uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
511624fb1864,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Marshall Islands,Place,Q709,,country near the equator in the Pacific Ocean,"In the Navy, back in '57, I sailed all over. We went up and down the Marietas, island hopping, you know? Then we headed on to the Marshall Islands before finally coming back stateside. I got out shortly after that.","In the Navy, back in '57, I sailed all over. We went up and down the Marietas, island hopping, you know? Then we headed further west in the Pacific before finally coming back stateside. I got out shortly after that."
3938ea526228,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Boeing,Organization,Q66,,American global aerospace and defense corporation,"After the Navy in '57, I needed work. I spent a year in Seattle building airplanes for Boeing. Then I came back home before joining the Air Force in '59. Jet engines were my thing after that.","After the Navy in '57, I needed work. I spent a year in Seattle building airplanes. Then I came back home before joining the Air Force in '59. Jet engines were my thing after that."
7793fffc22fb,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Chanute Air Force Base,Place,Q5072704,,"former United States Air Force Base in Rantoul, Illinois, United States","After the Navy, I joined the Air Force and became a jet engine mechanic. My training led me to Rantoul, Illinois. It took me a minute to recall, but it was Chanute Air Force Base. From there, I went to Forbes Air Force Base in Topeka.","After the Navy, I joined the Air Force and became a jet engine mechanic. My training led me to Rantoul, Illinois. It took me a minute to recall where that was, but I remember now. From there, I went to Forbes Air Force Base in Topeka."
db76aacd3870,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Forbes Air Force Base,Place,Q5467244,,"joint-use civil-military airport in Kansas, United States","After jet engine school, my next assignment was Forbes Air Force Base in Topeka, Kansas. It was a Strategic Air Command base, and I spent almost five years there. I remember the Cuban Missile Crisis in '62; we were flying reconnaissance missions constantly. We lost three planes during that time.","After jet engine school, my next assignment was in Topeka, Kansas. It was a Strategic Air Command base, and I spent almost five years there. I remember the Cuban Missile Crisis in '62; we were flying reconnaissance missions constantly. We lost three planes during that time."
9c30859c1b6b,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Cuban Missile Crisis,Event,Q128160,,"October 1962 confrontation between the Soviet Union, Cuba and the United States","I was stationed at Forbes Air Force Base in 1962. During the Cuban Missile Crisis, my unit flew RB-47 reconnaissance planes hourly over Cuba. We lost three aircraft and eleven men during the crisis. Those were tense times.",I was stationed at Forbes Air Force Base in 1962. My unit flew RB-47 reconnaissance planes hourly over Cuba during *that* October. We lost three aircraft and eleven men. Those were tense times.
0720fe194446,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,Incirlik Air Base,Place,Q1083424,,"Turkish Air Force base near Incirlik, Turkey","In '63, I went to Incirlik Air Base in Turkey for a six-month TUI. I was there when President Kennedy was killed. We had special RB-47s with ECM gear; they said it could knock out TVs for miles. Our birds flew near the Russian border.","In '63, I went to a base in Turkey for a six-month TUI. I was there when President Kennedy was killed. We had special RB-47s with ECM gear; they said it could knock out TVs for miles. Our birds flew near the Russian border."
11268e140cfd,train,loc_vhp,afc2001001.41825_Loyd_Ernest_Abbott_Collection,John F. Kennedy,Person,Q9696,,president of the United States from 1961 to 1963 (1917–1963),"In '63, I was at Incirlik Air Base in Turkey. It was a special duty, especially when we heard the news. I remember exactly where I was when President John F. Kennedy was killed. Our RB-47s were on high alert then, near the Dardanelles.","In '63, I was at Incirlik Air Base in Turkey. It was a special duty, especially when we heard the news. I remember exactly where I was when the President was killed. Our RB-47s were on high alert then, near the Dardanelles."
e624e17a5041,train,loc_vhp,afc2001001.44003_Thorvald_Aanden_Collection,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","Before the army, I was working on a farm back in Underwood. Then, Pearl Harbor was bombed. I remember hearing about it while I was home. After that, I was drafted in '42.","Before the army, I was working on a farm back in Underwood. Then, the unthinkable happened on that Sunday morning in December. I remember hearing about it while I was home. After that, I was drafted in '42."
e7a7fec59971,train,loc_vhp,afc2001001.44003_Thorvald_Aanden_Collection,New York City,Place,Q60,"Caput Mundi|the five boroughs|Big Apple|New York City, NY|New York City, USA|City of New York|New York, New York, USA|New York (city)|Empire City|Capital of the World",most populous city in the United States,"After training, my unit moved from California to Tennessee for maneuvers. From there, in '42, we went to New York City. We shipped out to England from New York City. The food on the ship wasn't great, but at least we were headed to war.","After training, my unit moved from California to Tennessee for maneuvers. From there, in '42, we went to the largest metropolis in the United States. We shipped out to England from there. The food on the ship wasn't great, but at least we were headed to war."
5358ae04541a,train,loc_vhp,afc2001001.44003_Thorvald_Aanden_Collection,Germany,Place,Q183,Germany|Federal Republic of Germany,country in Central Europe,"I was drafted in '42 and shipped out to England after training. We landed and prepped before heading into Europe. I remember when my outfit was first on German soil. We had a big Christmas dinner, but the Germans strafed us while we ate.","I was drafted in '42 and shipped out to England after training. We landed and prepped before heading into Europe. I remember when my outfit first crossed the border. We had a big Christmas dinner, but enemy aircraft strafed us while we ate."
5ef0593bfa3f,train,loc_vhp,afc2001001.44003_Thorvald_Aanden_Collection,France,Place,Q142,French Republic|France,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)","After landing in England, we prepped for the continent. I remember the farmers over there, especially in France. It was 1944, and we were pushing through after D-Day. The fighting was tough, but we kept moving east through France and beyond.","After landing in England, we prepped for the continent. I remember the farmers over there. It was 1944, and we were pushing through after D-Day. The fighting was tough, but we kept moving east."
b9172b276665,train,loc_vhp,afc2001001.44706_Apolinario_T._Acosta_Collection,Philippines,Place,Q928,,archipelagic country in Southeast Asia,I joined the service in 1962. It seemed like a good opportunity while I was in the Philippines. Recruiting was open to Filipino citizens there. I remember the strict examinations.,I joined the service in 1962. It seemed like a good opportunity while I was overseas. Recruiting was open to local citizens there. I remember the strict examinations.
94f0918890bd,train,loc_vhp,afc2001001.44706_Apolinario_T._Acosta_Collection,Cam Ranh Bay,Place,Q11072051,Cam Ranh Bay|Vinh Cam Ranh|Kam-ranh Bay,"deep-water bay in Khánh Hòa Province, Vietnam","I was assigned to Cam Ranh Bay in Vietnam. My unit, Support Unit P-3, took rotations there every two weeks. Our home port was elsewhere, but we were often at Cam Ranh Bay. We took incoming fire at night; it was intense. Luckily, my unit didn't have any casualties while we were there.","I was assigned to a coastal installation in Vietnam. My unit, Support Unit P-3, took rotations there every two weeks. Our home port was elsewhere, but we were often at that location. We took incoming fire at night; it was intense. Luckily, my unit didn't have any casualties while we were there."
2b4e0588460c,train,loc_vhp,afc2001001.44706_Apolinario_T._Acosta_Collection,Bob Hope,Person,Q94081,Leslie Hope|Leslie Townes Hope|Lester Hope|Packy East|Bob Hope,American entertainer (1903–2003),"In '62, I joined up in the Philippines. Later, in Vietnam, things got tough at Cameron Bay. We had movies on the ship at night. Sometimes, Bob Hope would come aboard. He'd entertain us with his shows.","In '62, I joined up in the Philippines. Later, in Vietnam, things got tough at Cameron Bay. We had movies on the ship at night. Sometimes, a comedian would come aboard. He'd entertain us with his shows."
c58bf8043e33,train,loc_vhp,afc2001001.44706_Apolinario_T._Acosta_Collection,Navy,Organization,Q4508,wet navy|maritime force|navies|maritime power|naval|naval power|naval forces|naval combatant|defense fleet|naval force,military branch involved in naval warfare,"I joined the Navy in '62 in the Philippines, hoping for a better life in the US. Boot camp was tough, but I made it through. During Vietnam, I was stationed in Cameron Bay. The food was always good in the Navy, even with incoming fire.","I joined up in '62 in the Philippines, hoping for a better life in the US. Boot camp was tough, but I made it through. During Vietnam, I was stationed in Cameron Bay. The food was always good, even with incoming fire."
