uid,source,SQN,text,origin,entity,entity_type,probability_entity_is_related_to_text,links,model,domain
e2t_veterans_00102,generated,2,"The static was awful some nights, especially up in the Ardennes. But hearing those voices crackle through, knowing we weren't alone out there in the snow... that was a comfort you can't rightly describe. It kept us connected, a lifeline humming amidst the frozen trees.",,scr-300 radio,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00103,generated,0,"The ground would shake something awful every time we fired those things. Seemed like the whole world rattled down to your bones. We were just trying to keep the enemy pinned down, buying time for the boys on the front lines.",,mortar ammunition,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00104,generated,1,"The ground would shake something fierce, and you could taste the dust and cordite hanging in the air for what seemed like hours afterwards. Every muscle in your body clenched tight, waiting for the next one to drop. Even now, the smell of rain on dry earth brings me right back to those days.",,mortar ammunition,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00105,generated,2,"We were pinned down good, couldn't move an inch. I remember the chaplain praying louder than I'd ever heard, and then *whoomph*, the ground shook. After that, things got a little easier to manage.",,mortar ammunition,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00106,generated,0,"The jungle air was thick that day, hotter than a pistol. Suddenly, it was like a thousand angry bees buzzing all around us, tearing through the leaves and the earth. We hit the ground, praying it would stop as fast as it started.",,machine gun fire,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00107,generated,1,"The air vibrated, not with music, but with something that tore at your insides. You could taste the acrid tang of cordite, see the earth erupt in angry little spurts all around. Lord, I can still feel the heat on my face, the fear clutching at my throat.",,machine gun fire,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00108,generated,2,"I still have nightmares about that night in the jungle. The air was thick, the smell of cordite burned my nostrils, and all I could hear was the incessant tearing of fabric. It was a sound that would forever be etched into my memory.",,machine gun fire,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00109,generated,0,"The desert heat was brutal, and every canteen felt like a sip from heaven. I remember the rumble getting closer, the ground vibrating under my boots, and knowing we weren't alone out there. Those steel behemoths were our lifeline, our only hope against the storm.",,tank support,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00110,generated,1,"The ground would rumble something fierce, and you just knew they were coming. That metallic scent always hung heavy in the air after, a strange mix of oil and something burnt. We were grateful, of course, but Lord, that sound still rattles my bones.",,tank support,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00111,generated,2,"I remember the boys in the infantry always breathed a little easier when they heard the rumble getting closer. Those steel chariots weren't just metal, they were hope on treads when you were pinned down. More than once, they pulled us out of a real bind back in France.",,tank support,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00112,generated,0,"We rounded them up after the Bulge, mostly kids, really. They were scared, hungry, just like us. Never understood what they were fighting for, I reckon.",,german prisoners,people,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00113,generated,1,"The silence in that dusty field was deafening, broken only by the shuffle of feet and the occasional cough. Their faces, etched with exhaustion and defeat, mirrored our own weariness after so many hard fought battles. I remember the smell of woodsmoke clinging to their uniforms, a scent that still brings back a lump to my throat.",,german prisoners,people,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00114,generated,2,"The wire was cold under my fingers as I watched them file in, heads down. Some were just boys, barely old enough to shave, their faces smudged with dirt and defeat. I couldn't help but think of my own brothers back home, and the cornfields they'd be planting come spring.",,german prisoners,people,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00115,generated,0,"He always said, ""A good leader eats last."" I didn't understand it then, chow was chow, but after all these years I finally get what he meant, looking out for your men, making sure they're alright. Lost a lot of good boys under his command, but he carried that weight so we didn't have to.",,captain,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00116,generated,1,"He always had that pipe clenched between his teeth, even when he was yelling. I can still smell the tobacco and hear his booming voice echoing across the deck; a mix of fear and respect, that's what he inspired in us young lads. Never saw any of us the same after that voyage, though.",,captain,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00117,generated,2,"He always said a good leader eats last. I remember one time, during the Ardennes, we hadn't seen hot chow in days, but he made sure every man in the company got their fill before he even looked at a plate. That's the kind of man you'd follow anywhere, even into hell itself.",,captain,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00118,generated,0,"The radio was on, crackling with static, but nobody cared about the ballgame that day. People poured into the streets, kissing and dancing like they'd lost their minds. Even old Mrs. Henderson, who never smiled, was waving a little American flag with tears in her eyes.",,ve-day,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00119,generated,1,"The radio crackled with the news, and suddenly the whole neighborhood erupted in cheers. Strangers hugged in the streets, church bells pealed, and the sound of car horns filled the air until dawn. Dad came home from the factory later, a rare smile lighting up his weary face, and even the taste of Mom's victory garden stew seemed sweeter that night.",,ve-day,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00120,generated,2,"The radio crackled with the news, a bulletin interrupting my favorite swing tune. Folks poured into the streets, strangers hugging and dancing, tears streaming down faces etched with years of worry. It was a party unlike any I've ever seen, a collective sigh of relief that echoed from Times Square to every small town in America.",,ve-day,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00121,generated,0,"I remember being stationed there as a young man, fresh out of basic. The rolling hills and dense forests were a far cry from home, but we trained hard, always preparing for what might come. Made some lifelong friends in that old camp.",,grafenwoehr,places,Generated,,google/gemini-2.0-flash-001,veterans
